IDFuel,Time,DriverID,CityID,Amount,Price
590,2015-11-21 04:58:42,13,9,42621,9576
591,2019-07-17 18:37:51,5,14,58094,3
592,2016-11-20 09:58:41,5,11,81236,24662
593,2013-07-26 17:48:24,7,13,56974,0601
594,2019-12-19 06:03:31,5,12,1853,9
595,2018-08-31 04:22:35,9,5,30787,0
596,2014-03-27 09:15:13,5,7,0,99543
597,2018-05-31 07:05:15,12,12,22050,5913
598,2013-04-01 12:26:29,9,11,4,00
599,2020-10-26 09:52:22,9,14,4,7
600,2015-06-29 09:23:05,11,9,30,69440
601,2016-05-26 09:57:13,10,10,835,5291
602,2016-12-24 22:11:00,12,13,8,25
603,2018-08-30 10:27:11,8,7,0,49611
604,2019-05-25 04:23:05,5,10,7136,59
605,2014-04-08 18:42:29,6,9,69,770
606,2017-11-10 12:52:40,10,11,995,20420
607,2018-05-08 19:11:21,10,7,6086,9808
608,2014-12-29 23:18:46,10,7,9,9
609,2016-02-28 15:54:53,13,7,93,2435
610,2015-12-18 19:09:19,8,7,70,1765
611,2020-05-13 08:47:45,12,9,71308,70
612,2015-07-16 20:24:44,6,5,7789,0
613,2013-06-18 07:42:57,10,6,234,3563
614,2016-05-02 10:42:54,14,7,774,32
615,2016-03-03 14:57:57,8,8,415,3184
616,2020-11-02 18:51:10,13,7,914,5
617,2020-01-15 16:05:42,14,13,9541,1048
618,2015-04-25 13:14:38,11,11,1,9
619,2019-05-16 06:11:37,14,6,1678,741
620,2018-12-05 15:53:08,10,12,5,91
621,2020-07-14 17:09:32,6,8,06,41327
622,2012-12-17 00:22:52,10,7,62,53
623,2017-07-20 03:52:35,10,9,2,4
624,2019-08-09 12:41:35,9,6,82,303
625,2016-05-12 03:08:46,9,9,2075,2196
626,2019-10-23 02:45:57,13,13,45,8143
627,2017-01-11 06:02:37,11,11,67598,3
628,2015-01-30 09:32:33,13,12,37,872
629,2013-03-08 23:52:08,7,11,1,60
630,2019-03-09 20:42:08,9,7,6400,7
631,2017-01-29 12:54:39,13,14,1,6115
632,2014-07-03 20:07:50,8,12,6219,87464
633,2016-02-28 07:53:51,8,10,05,9737
634,2019-01-06 00:33:33,13,11,36,620
635,2017-01-18 00:15:54,12,10,71,8312
636,2017-05-08 01:42:15,13,6,84546,46391
637,2013-12-17 03:54:30,9,5,8137,7830
638,2015-02-28 17:18:24,10,8,32346,9258
639,2013-01-12 08:29:15,12,5,5,6931
640,2014-02-21 22:20:48,8,10,04761,5
641,2017-10-12 21:30:12,9,12,85,23
642,2017-03-27 01:00:40,14,5,694,8
643,2013-01-17 19:49:36,5,13,7472,316
644,2017-07-27 08:03:45,12,12,5,6
645,2015-01-25 14:32:19,11,5,71,92
646,2013-06-04 03:16:39,6,13,6859,7455
647,2014-12-22 17:51:57,5,8,3,464
648,2017-12-27 07:23:19,5,6,5,3
649,2014-09-03 21:21:40,9,7,09,4
650,2015-10-08 19:15:46,5,11,5,34
651,2016-12-05 23:16:51,8,13,5773,2
652,2018-02-27 01:34:37,11,7,7513,543
653,2015-06-24 06:14:17,11,8,529,747
654,2017-02-03 06:22:05,6,8,03919,54
655,2016-09-02 08:42:10,11,5,161,3
656,2018-12-04 18:58:12,5,6,26238,76
657,2018-05-26 04:02:32,6,8,25481,9518
658,2018-12-10 02:16:34,10,13,56974,48971
659,2017-04-05 09:16:44,14,8,44,0863
660,2013-03-14 06:24:54,8,5,83918,5189
661,2019-08-07 11:09:10,12,13,73008,1
662,2020-09-16 09:52:32,14,6,2,123
663,2013-04-09 08:35:25,12,10,7745,8920
664,2014-11-22 01:45:08,10,8,1875,4
665,2017-08-16 12:04:02,5,11,328,11404
666,2016-09-29 10:59:23,10,11,701,66440
667,2013-12-20 17:08:22,13,10,34,7
668,2013-03-19 16:04:02,14,5,5,2446
669,2017-09-13 00:18:15,8,6,195,4
670,2016-10-28 08:03:02,5,9,382,44
671,2014-11-14 22:51:06,5,9,8,140
672,2015-05-04 09:38:01,8,6,9,6
673,2018-04-20 00:53:48,9,10,53369,80802
674,2017-09-26 13:48:15,11,8,0607,569
675,2019-02-24 21:00:08,12,12,0797,01897
676,2018-03-28 19:50:40,12,12,04,631
677,2017-11-03 03:40:14,14,6,3,9
678,2014-10-17 10:21:28,14,13,31105,3
679,2019-07-06 02:18:24,8,5,0,42635
680,2018-02-06 14:59:34,13,9,2,476
681,2014-04-30 08:37:28,13,12,0,2
682,2015-10-22 06:18:35,9,13,2018,365
683,2013-08-16 22:23:46,8,8,300,406
684,2014-06-12 04:29:37,5,5,41,667
685,2016-05-10 20:18:49,10,14,53,6
686,2018-09-25 20:23:39,11,5,785,043
687,2019-07-20 14:10:00,13,13,27,25288
688,2014-07-23 10:16:45,11,12,286,49367
689,2014-11-16 18:27:50,14,6,669,318
690,2020-03-02 00:08:00,12,5,79777,2
691,2014-05-24 00:25:09,9,8,37,41075
692,2015-12-09 15:11:31,11,12,1,9010
693,2015-09-01 22:55:05,12,7,6803,46
694,2012-12-01 20:01:06,11,6,5970,4
695,2019-08-15 14:57:47,14,9,6293,4
696,2018-11-25 09:38:37,5,12,54787,8
697,2017-12-28 21:00:34,12,5,500,0
698,2016-04-15 19:40:48,7,13,80761,0
699,2014-04-21 09:14:37,6,8,16713,74
700,2019-10-05 11:08:16,7,5,51689,74153
701,2017-03-23 23:32:09,8,7,74628,410
702,2018-06-29 04:09:29,6,14,89,139
703,2013-05-04 18:07:50,6,5,92396,45441
704,2016-05-07 05:21:02,14,13,9,8
705,2013-03-10 00:05:26,7,14,19318,7
706,2018-07-05 00:39:49,6,7,01298,407
707,2020-04-17 18:16:33,8,11,25,58
708,2012-11-30 04:46:31,6,11,478,5650
709,2017-05-22 05:00:45,11,13,71,8
710,2019-02-13 06:06:03,12,9,780,13432
711,2017-05-27 19:44:16,12,10,53,134
712,2016-11-26 11:39:13,6,13,08,89921
713,2018-11-13 02:39:09,9,12,289,35
714,2017-04-30 18:07:09,6,6,53171,3
715,2013-12-12 05:54:22,13,5,46,2261
716,2020-02-19 00:06:16,7,7,8,97832
717,2018-10-25 19:16:13,9,8,72,34697
718,2020-03-18 05:48:50,7,11,41,709
719,2016-08-14 11:38:30,6,6,05,5
720,2017-09-30 18:00:17,13,5,5860,38
721,2018-07-11 11:18:40,5,6,4,7
722,2014-12-17 13:04:31,10,13,2,16
723,2016-03-22 04:19:41,12,9,9,3
724,2016-04-03 05:20:47,11,12,1041,8182
725,2015-03-06 12:22:22,10,7,166,8485
726,2014-08-29 13:50:50,6,6,7376,5194
727,2013-09-20 01:27:19,10,5,68159,705
728,2019-06-20 11:39:35,6,12,3324,98
729,2016-11-12 10:35:40,7,12,252,43
730,2017-04-10 21:16:01,11,8,9731,3858
731,2018-07-28 07:44:58,10,9,48,2985
732,2014-04-30 03:07:12,8,13,5,1971
733,2015-07-30 10:51:07,10,9,0,652
734,2014-09-14 18:45:48,9,11,3,12
735,2018-12-01 05:59:19,13,14,32719,25
736,2016-04-28 22:50:14,12,10,06,3821
737,2019-08-10 13:18:13,11,8,45635,44642
738,2019-06-18 17:34:24,14,8,948,44826
739,2017-11-16 04:49:34,14,9,791,96071
740,2013-09-13 13:53:36,14,9,5891,82900
741,2013-01-02 03:43:51,10,8,816,80521
742,2019-08-29 18:07:32,6,12,75,039
743,2015-01-08 16:21:59,5,7,9480,8
744,2017-05-18 07:45:47,6,13,46514,700
745,2017-03-06 13:43:09,7,10,692,299
746,2014-01-14 11:17:46,12,11,6,57
747,2019-03-21 11:30:05,11,10,51,3631
748,2015-04-02 21:01:59,13,7,5,4338
749,2016-02-09 22:19:44,13,6,9889,6
750,2016-04-22 08:07:30,8,10,4096,78313
751,2016-08-18 05:49:42,14,7,9,1
752,2018-06-04 05:13:39,7,10,1317,34
753,2019-03-08 12:24:35,9,10,01,614
754,2020-08-27 15:40:50,13,9,2915,313
755,2015-08-05 17:51:56,14,8,8470,1
756,2020-06-27 14:18:13,5,6,4,896
757,2012-12-15 21:34:02,14,10,80534,1661
758,2015-11-09 15:27:50,9,11,31,15126
759,2016-01-08 09:25:13,13,9,93,00
760,2014-05-08 16:50:50,5,8,25,881
761,2020-02-06 23:49:36,13,6,59350,57
762,2013-01-31 17:52:47,10,10,17,77
763,2014-05-03 14:37:32,12,9,9,4359
764,2017-10-29 15:29:10,5,7,59,887
765,2018-06-16 21:43:10,7,5,85244,02
766,2017-06-16 14:17:46,10,12,7,711
767,2019-05-12 22:22:29,12,7,817,39681
768,2014-01-29 13:39:56,8,6,04,7096
769,2013-05-29 15:03:51,14,5,6,8025
770,2014-02-15 20:41:15,7,6,8968,5649
771,2014-09-28 07:26:53,5,9,150,6
772,2013-08-17 04:33:43,11,5,18504,71057
773,2019-04-09 05:28:29,12,11,5,89786
774,2015-04-04 13:51:49,8,10,75361,7216
775,2013-05-15 00:41:27,12,14,541,3120
776,2014-01-07 14:42:19,9,12,6,63985
777,2013-01-10 04:33:33,13,10,58,99
778,2017-07-29 21:03:30,5,7,40,21
779,2014-01-30 15:05:07,6,5,3968,14194
780,2019-11-14 01:21:06,7,6,67577,23
781,2014-04-03 15:37:03,7,14,068,19391
782,2018-08-19 09:43:48,13,11,1,33
783,2019-11-13 03:47:58,13,5,94,514
784,2013-04-24 10:20:07,7,11,836,2
785,2013-12-29 02:23:18,10,11,3,67
786,2018-07-15 04:55:00,7,12,26941,1783
787,2015-01-08 02:42:35,13,8,2640,955
788,2020-01-09 11:48:13,7,8,0460,10
789,2020-10-27 04:26:21,7,7,3,6216
790,2018-10-04 21:12:08,8,9,886,181
791,2019-11-23 23:05:47,10,9,4249,8740
792,2016-09-08 04:44:01,5,7,02659,76
793,2018-07-21 00:47:32,9,10,10741,9175
794,2018-06-14 03:15:24,10,7,1,4453
795,2015-06-15 19:39:18,10,8,0703,8753
796,2019-09-12 13:58:00,11,6,6072,9369
797,2013-03-02 19:30:41,13,11,9,057
798,2015-01-09 15:16:55,11,11,3,7745
799,2014-10-25 19:08:07,11,6,100,0
800,2013-12-21 13:31:48,12,14,02312,95
801,2019-02-24 05:55:12,9,13,3,67
802,2019-10-18 12:49:40,8,11,98,652
803,2014-03-15 06:59:05,13,8,2659,49489
804,2013-02-10 15:31:42,11,14,37533,2579
805,2018-08-10 19:16:33,9,12,224,1094
806,2017-09-11 00:33:15,13,8,0620,077
807,2014-06-24 11:53:57,14,14,356,00331
808,2013-11-16 07:18:33,7,13,11,34
809,2018-11-09 03:21:09,11,13,93529,8
810,2018-12-02 19:16:48,11,6,80,33720
811,2017-02-16 18:39:29,14,10,86174,29014
812,2015-07-20 05:36:09,5,9,06,6711
813,2016-01-05 19:53:11,7,6,67,6980
814,2015-02-01 19:18:30,9,11,9,4
815,2019-06-21 11:33:49,10,7,031,31359
816,2019-08-18 14:31:37,11,8,764,4243
817,2017-12-31 11:14:27,5,7,32081,04473
818,2014-06-16 23:36:02,10,8,0,21
819,2016-11-25 04:14:35,11,14,73597,513
820,2020-10-15 14:37:49,6,7,39,7
821,2015-01-14 23:51:54,13,13,392,49
822,2020-01-25 02:12:44,9,12,620,4
823,2015-08-27 17:41:19,14,5,39187,01
824,2018-05-22 00:26:05,13,10,08,5
825,2016-08-30 06:15:55,9,6,577,74585
826,2020-06-29 11:00:14,9,10,4,83180
827,2019-07-17 12:59:29,5,6,2386,02463
828,2015-02-06 19:54:55,8,14,40631,34368
829,2014-07-31 13:35:52,7,9,4070,324
830,2020-06-12 19:13:34,10,14,616,0782
831,2013-11-30 18:52:25,6,14,7296,73
832,2018-08-29 05:20:26,13,5,6,52111
833,2017-12-14 18:42:23,6,5,383,7
834,2016-06-15 11:40:36,10,10,1544,3
835,2017-11-11 05:59:42,9,14,723,2701
836,2020-05-01 06:18:11,5,9,8,2
837,2015-01-12 13:11:09,6,7,53427,82
838,2013-10-18 03:35:15,8,11,072,9
839,2017-12-24 16:09:35,9,14,2,70294
840,2017-01-08 21:06:36,5,11,5,4051
841,2020-04-27 08:49:38,10,7,3044,96155
842,2013-01-11 09:12:58,8,12,500,9
843,2014-11-12 20:06:17,9,8,073,3522
844,2014-06-20 03:23:50,14,5,70649,609
845,2016-04-05 04:45:50,11,9,23797,6332
846,2016-07-01 17:09:50,6,7,55,66337
847,2019-07-22 10:00:33,14,13,99,3
848,2017-10-16 13:50:53,13,8,40,892
849,2015-01-14 18:45:37,10,11,67,54534
850,2014-03-10 21:39:55,8,12,37,2050
851,2012-12-27 04:47:55,5,11,386,29
852,2015-07-29 19:27:23,12,12,887,22
853,2020-06-27 22:45:44,11,6,425,21
854,2016-06-06 02:59:48,12,11,85370,28023
855,2018-12-01 06:37:01,7,7,292,7302
856,2020-08-04 13:13:46,8,13,0,9
857,2017-11-21 14:32:40,13,6,2,5
858,2017-02-16 19:54:20,10,12,2398,7
859,2013-06-27 10:32:50,10,13,561,9800
860,2013-10-12 19:39:35,6,8,5588,3746
861,2016-01-21 07:51:13,14,13,7,461
862,2019-08-19 13:29:54,6,10,06564,4
863,2017-05-22 06:19:16,7,8,9,46269
864,2017-08-09 17:46:05,9,8,98,1
865,2018-01-09 18:14:43,9,8,8,19898
866,2016-06-02 17:10:17,9,5,24,013
867,2014-10-19 00:46:45,14,9,95,0475
868,2020-03-09 03:47:34,9,12,5691,2
869,2015-02-27 12:45:27,7,13,1,0
870,2014-03-16 09:52:50,10,12,7,5551
871,2019-07-11 19:29:24,8,10,4,60
872,2017-05-07 16:50:22,6,12,52,9025
873,2018-08-14 02:08:22,10,11,6,652
874,2013-04-16 10:31:39,7,9,615,46
875,2015-01-04 02:46:50,14,14,42,66
876,2014-11-29 21:48:41,8,5,51,5158
877,2013-02-13 02:45:23,12,13,5401,5222
878,2020-04-21 00:22:52,5,7,753,729
879,2014-08-21 02:27:38,8,14,4,7430
880,2017-04-29 00:57:32,10,14,6886,491
881,2018-02-11 07:55:06,6,6,36339,1430
882,2016-02-11 20:27:35,7,13,239,8
883,2017-08-31 13:53:58,7,5,484,70
884,2019-07-06 10:20:00,7,9,10159,78
885,2015-11-22 07:02:38,12,11,919,1134
886,2017-09-18 18:27:48,14,11,6228,650
887,2019-02-28 02:13:50,10,9,992,95256
888,2019-06-30 17:55:22,9,11,988,94381
889,2015-05-29 20:14:57,10,13,09618,9086
890,2017-09-21 05:01:06,12,5,58,742
891,2018-10-18 19:20:14,10,6,960,98
892,2015-07-31 06:19:08,8,13,96,6
893,2015-07-31 07:44:02,7,11,69747,76
894,2013-08-04 23:27:36,9,5,4,07
895,2017-09-07 10:20:30,10,10,7396,9100
896,2019-03-09 23:16:41,14,7,0,43086
897,2019-02-22 02:11:03,9,8,3853,90683
898,2017-09-01 17:35:07,5,9,504,509
899,2014-12-12 20:37:31,6,7,59781,46201
900,2018-10-22 22:57:07,5,12,58,8
901,2013-02-12 22:45:41,12,14,58804,5
902,2018-09-04 17:24:17,6,11,49332,7
903,2019-02-18 02:21:45,6,10,7518,59333
904,2020-05-18 00:31:56,6,6,40,24
905,2020-03-08 01:03:36,13,8,22,25
906,2019-05-13 21:24:43,14,13,3,07
907,2015-06-02 21:32:50,12,5,9767,2
908,2014-04-28 03:41:54,13,12,03,513
909,2018-07-14 01:26:46,7,12,295,58
910,2014-12-09 00:41:35,14,10,72,15335
911,2015-07-23 06:21:20,13,10,3757,0
912,2016-05-08 22:11:54,8,5,79662,9
913,2017-02-24 16:05:23,14,8,535,2445
914,2013-12-24 06:08:42,12,11,523,924
915,2020-04-09 08:19:23,8,10,53681,459
916,2016-03-09 20:24:58,9,10,8,52
917,2012-12-06 02:20:09,7,12,182,28
918,2014-01-28 07:57:23,7,7,4389,318
919,2016-04-02 19:01:04,9,7,83,6
920,2016-08-12 12:15:36,13,13,256,84573
921,2018-10-08 10:00:03,9,7,081,0
922,2014-12-21 01:12:05,10,5,00,337
923,2019-10-23 20:54:00,12,5,627,1866
924,2013-12-22 04:55:54,8,6,35,26520
925,2016-06-19 12:01:54,14,9,400,281
926,2020-01-17 11:50:03,10,5,0,52522
927,2017-07-14 14:16:07,13,11,40321,1
928,2018-10-02 07:15:16,7,5,194,44412
929,2013-05-11 07:28:38,11,9,182,49189
930,2019-09-17 09:08:27,6,11,3,8247
931,2015-09-06 11:23:02,13,11,2,664
932,2014-10-23 22:45:59,11,10,8,6140
933,2013-05-31 01:26:56,13,12,3386,9792
934,2019-10-19 20:57:15,8,8,9,0
935,2014-11-22 00:31:52,5,7,5,32
936,2014-12-24 20:30:40,10,8,4756,1640
937,2013-03-03 00:51:19,14,9,473,13
938,2019-08-29 09:09:00,6,7,033,33346
939,2014-03-14 11:29:35,14,7,6,9166
940,2017-06-16 14:53:38,10,5,8015,4
941,2019-06-24 01:21:24,8,7,56,3
942,2015-04-09 14:53:37,14,6,25,57
943,2019-10-16 06:47:07,10,10,50987,472
944,2013-11-28 22:36:07,8,11,6472,529
945,2018-07-28 21:05:25,5,10,58428,839
946,2017-06-16 23:03:15,11,7,028,7557
947,2018-10-04 09:16:14,10,5,2,895
948,2013-06-10 18:57:13,13,10,75543,88
949,2013-07-13 23:05:46,13,14,3,37358
950,2017-07-20 04:12:30,5,12,45725,56355
951,2020-10-03 23:45:05,9,9,4,853
952,2019-04-26 04:21:43,11,10,109,28
953,2015-12-16 20:19:46,11,8,7206,06216
954,2017-02-01 02:31:03,10,8,9,41
955,2018-11-24 22:51:54,14,11,172,25524
956,2014-06-06 10:50:01,12,13,399,0176
957,2019-04-18 08:20:51,6,9,203,2806
958,2015-07-03 13:15:51,6,8,82040,3585
959,2016-02-25 00:50:37,13,10,12,2
960,2016-05-02 16:21:34,5,6,8,634
961,2016-08-22 10:26:21,8,10,57,79073
962,2016-12-02 13:34:39,8,14,35281,144
963,2013-02-25 08:15:01,10,7,8,3
964,2020-03-24 04:16:42,5,11,4,1
965,2017-12-10 17:01:10,11,12,3530,048
966,2018-10-07 12:07:27,14,12,304,6
967,2018-10-22 04:20:07,13,13,7961,2536
968,2014-05-27 02:43:19,8,5,3016,856
969,2015-12-09 05:58:12,12,8,31,0
970,2019-11-27 10:47:58,8,6,8084,8327
971,2015-11-21 19:39:59,7,10,22508,360
972,2017-07-01 16:09:25,12,6,80,58234
973,2019-09-12 21:52:37,14,14,781,924
974,2015-03-13 05:28:32,12,5,9357,2
975,2013-04-24 14:53:17,9,8,78674,640
976,2020-03-29 02:01:12,8,7,349,41
977,2020-04-06 22:30:41,5,12,83,500
978,2017-10-09 12:38:05,12,14,2,07
979,2019-06-29 13:02:14,10,9,2,3
980,2016-01-08 22:34:27,14,6,4690,68
981,2014-11-17 16:03:05,5,11,69,30661
982,2017-04-18 21:00:19,9,13,377,8
983,2015-05-03 08:22:19,13,13,4,3373
984,2013-10-21 04:47:39,11,13,23716,95699
985,2016-09-29 11:55:22,6,11,92,723
986,2013-07-03 11:15:46,12,8,0381,8793
987,2018-03-15 19:56:48,13,14,627,96
988,2014-01-20 19:19:55,7,10,00949,5
989,2018-07-22 15:29:51,8,12,7,8
990,2017-12-06 19:51:16,6,14,5066,90
991,2017-05-13 05:50:13,8,14,7801,33
992,2016-08-16 16:24:00,8,6,3,21622
993,2019-07-12 00:03:26,7,14,3,309
994,2014-07-26 05:26:05,10,7,92698,31521
995,2017-05-24 03:54:52,11,11,33193,05548
996,2019-09-04 21:13:54,14,7,44093,73870
997,2015-02-14 01:18:41,9,6,1,401
998,2015-04-02 14:55:34,10,13,45842,375
999,2014-04-07 09:35:53,5,14,064,4
1000,2014-09-28 03:47:19,13,5,3,8990
1001,2015-01-29 03:04:18,5,6,98915,05
1002,2015-05-01 12:24:38,5,14,69782,8380
1003,2019-07-22 08:00:54,9,5,9,49
